S/N,TestDate,Firmware version,Model Name,Network-Ping_time,Network-Minor Number from MES,Network-Result,Check Setting-Firmware version,Check Setting-Model Name,Check Setting-Result,Auto Test-Ethernet,Auto Test-DRAM,Auto Test-USB,Auto Test-Audio Record,Auto Test-Video Sensor,Auto Test-Wireless,Auto Test-BurnIn,Auto Test-RTC,Auto Test-Result,Button-seconds,Button-Result,LED-Orange,LED-Green,LED-Blue,LED-Red,LED-Result,Light Sensor-Led on criterial,Light Sensor-Led off criterial,Light Sensor-Led on of sensor value,Light Sensor-Led off of sensor value,Light Sensor-Result,VideoAudio-Led on & IR-cut off Y-value,VideoAudio-Led on & IR-cut on Y-value,VideoAudio-IR-Cut,VideoAudio-Led off & IR-cut on Y-value:,VideoAudio-Led,VideoAudio-Audio Record,VideoAudio-Video IR-Cut off,VideoAudio-Video IR-Cut on,VideoAudio-Result,Upgrade Firmware-Upgrade FW Ping Time,Upgrade Firmware-Result,Update Mac and Sn-Cable IP ,Update Mac and Sn-Meraki FW Ping Time,Update Mac and Sn-OP Scan MAC,Update Mac and Sn-DUT odm mac read,Update Mac and Sn-OP Scan SN,Update Mac and Sn-DUT odm serial_num read,Update Mac and Sn-Setting Product ID,Update Mac and Sn-DUT odm product_id read,Update Mac and Sn-Setting minor number,Update Mac and Sn-DUT odm hw_minor read,Update Mac and Sn-Result,Check Mac and Sn-Cable IP,Check Mac and Sn-Meraki FW Ping Time,Check Mac and Sn-OP Scan MAC,Check Mac and Sn-DUT odm mac read,Check Mac and Sn-OP Scan SN,Check Mac and Sn-DUT odm serial_num read,Check Mac and Sn-Setting Product ID,Check Mac and Sn-DUT odm product_id read,Check Mac and Sn-Setting minor number,Check Mac and Sn-DUT odm hw_minor read,Check Mac and Sn-Result,Security Boot-odm sec_boot_enable,Security Boot-Result
FDM819V01269,2018-05-15 17:33:34,FD9172-MRKI-0400d,FD9172HVW-MRKI,0.450000047684,415,Pass,FD9172-MRKI-0400d,FD9172HVW-MRKI,Pass,Pass,memtester 2M 2 Pass,Pass,Pass,Pass,Pass,Pass,Mon Feb 26 14:59:54 2018  0.000000 seconds,Pass,4.96199989319,Pass,Pass,Pass,Pass,Pass,Pass,25000,100,33004,0,Pass,36,88,off < on,17,off < on,Pass,Pass,Pass,Pass,23.0,Pass,192.168.200.99,3.28299999237,34:56:FE:A4:0E:A3,34:56:FE:A4:0E:A3,Q2EV-3F3L-T65M,Q2EV-3F3L-T65M,meraki_MV12N,meraki_MV12N,415,415,Pass,192.168.200.99,0.552000045776,34:56:FE:A4:0E:A3,34:56:FE:A4:0E:A3,Q2EV-3F3L-T65M,Q2EV-3F3L-T65M,meraki_MV12N,meraki_MV12N,415,415,Pass,0+1 records in,Pass
