S/N,TestDate,Firmware version,Model Name,Network-Ping_time,Network-Minor Number from MES,Network-Result,Check Setting-Firmware version,Check Setting-Model Name,Check Setting-Result,Auto Test-Ethernet,Auto Test-DRAM,Auto Test-USB,Auto Test-Audio Record,Auto Test-Video Sensor,Auto Test-Wireless,Auto Test-BurnIn,Auto Test-RTC,Auto Test-Result,Button-seconds,Button-Result,LED-Orange,LED-Green,LED-Blue,LED-Red,LED-Result,Light Sensor-Led on criterial,Light Sensor-Led off criterial,Light Sensor-Led on of sensor value,Light Sensor-Led off of sensor value,Light Sensor-Result,VideoAudio-Led on & IR-cut off Y-value,VideoAudio-Led on & IR-cut on Y-value,VideoAudio-IR-Cut,VideoAudio-Led off & IR-cut on Y-value:,VideoAudio-Led,VideoAudio-Audio Record,VideoAudio-Video IR-Cut off,VideoAudio-Video IR-Cut on,VideoAudio-Result,Upgrade Firmware-Upgrade FW Ping Time,Upgrade Firmware-Result,Update Mac and Sn-Cable IP ,Update Mac and Sn-Meraki FW Ping Time,Update Mac and Sn-OP Scan MAC,Update Mac and Sn-DUT odm mac read,Update Mac and Sn-OP Scan SN,Update Mac and Sn-DUT odm serial_num read,Update Mac and Sn-Setting Product ID,Update Mac and Sn-DUT odm product_id read,Update Mac and Sn-Setting minor number,Update Mac and Sn-DUT odm hw_minor read,Update Mac and Sn-Result,Check Mac and Sn-Cable IP,Check Mac and Sn-Meraki FW Ping Time,Check Mac and Sn-OP Scan MAC,Check Mac and Sn-DUT odm mac read,Check Mac and Sn-OP Scan SN,Check Mac and Sn-DUT odm serial_num read,Check Mac and Sn-Setting Product ID,Check Mac and Sn-DUT odm product_id read,Check Mac and Sn-Setting minor number,Check Mac and Sn-DUT odm hw_minor read,Check Mac and Sn-Result,Security Boot-odm sec_boot_enable,Security Boot-Result
FDM819V00181,2018-05-15 15:05:34,FD9172-MRKI-0400d,FD9172HVW-MRKI,0.384000062943,415,Pass,Pass,memtester 2M 2 Pass,Pass,Pass,Pass,Pass,34 2018  0.000000 seconds,,Pass,2.83500003815,Pass,,,,,Pass,32193,Light Sensor value > 25000,0,Light Sensor value < 100,Pass,28,79,off < on,20,off < on,Fail
FDM819V01264,2018-05-15 18:21:13,FD9172-MRKI-0400d,FD9172HVW-MRKI,0.426000118256,415,Pass,FD9172-MRKI-0400d,FD9172HVW-MRKI,Pass,Pass,memtester 2M 2 Pass,Pass,Pass,Pass,Pass,38 2018  0.000000 seconds,,Pass,1.3710000515,Pass,,,,,Pass,31438,Light Sensor value > 25000,0,Light Sensor value < 100,Pass,35,86,off < on,23,off < on,Pass,Fail,,Fail
FDM819V01265,2018-05-15 17:30:37,FD9172-MRKI-0400d,FD9172HVW-MRKI,0.396000146866,415,Pass,FD9172-MRKI-0400d,FD9172HVW-MRKI,Pass,Pass,memtester 2M 2 Pass,Pass,Pass,Pass,Pass,57 2018  0.000000 seconds,,Pass,2.18499994278,Pass,,,,,Pass,31492,Light Sensor value > 25000,0,Light Sensor value < 100,Pass,30,84,off < on,17,off < on,Pass,Pass,Fail,Fail
FDM819V00541,2018-05-15 15:53:59,FD9172-MRKI-0400d,FD9172HVW-MRKI,0.389999866486,,Fail
FDM819V00189,2018-05-15 14:51:03,FD9172-MRKI-0400d,FD9172HVW-MRKI,0.390000104904,415,Pass,FD9172-MRKI-0400d,FD9172HVW-MRKI,Fail
FDM819V00398,2018-05-15 14:36:58,FD9172-MRKI-0400d,FD9172HVW-MRKI,0.391999959946,415,Pass,FD9172-MRKI-0400d,FD9172HVW-MRKI,Pass,Pass,memtester 2M 2 Pass,Pass,Pass,Pass,Pass,24 2018  0.000000 seconds,,Pass, -10(Test fails since reset button is not pressed before timeout),Fail
FDM819V00277,2018-05-15 11:27:03,FD9172-MRKI-0400d,FD9172HVW-MRKI,0.412000179291,415,Pass,Pass,memtester 2M 2 Pass,Pass,Pass,Pass,Pass,47 2018  0.000000 seconds,,Pass,1.78500008583,Pass,,,,,Pass,32996,Light Sensor value > 25000,0,Light Sensor value < 100,Pass,33,82,off < on,127,off > on,Fail
FDM819V00505,2018-05-17 16:28:08,FD9172-MRKI-0400d,FD9172HVW-MRKI,0.441999912262,415,Pass,FD9172-MRKI-0400d,FD9172HVW-MRKI,Fail
FDM819V00302,2018-05-17 14:22:29,FD9172-MRKI-0400d,FD9172HVW-MRKI,0.406000137329,415,Pass,FD9172-MRKI-0400d,FD9172HVW-MRKI,Pass, -30(sensor not found or initial fail),,,,,,,,Fail
